TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
30889,species,mauala,Maui Alauahio,Paroreomyza montana,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30890,species,palila,Palila,Loxioides bailleui,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30891,species,layfin,Laysan Finch,Telespiza cantans,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30892,species,nihfin,Nihoa Finch,Telespiza ultima,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30893,species,kongro,Kona Grosbeak,Chloridops kona,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30894,species,lekfin,Lesser Koa-Finch,Rhodacanthis flaviceps,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30895,species,grkfin,Greater Koa-Finch,Rhodacanthis palmeri,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30896,species,ulahaw,Ula-ai-hawane,Ciridops anna,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30897,species,crehon,Akohekohe,Palmeria dolei,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30898,species,apapan2,Laysan Honeycreeper,Himatione fraithii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30899,species,apapan,Apapane,Himatione sanguinea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30900,species,iiwi,Iiwi,Drepanis coccinea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30901,hybrid,x00828,Apapane x Iiwi (hybrid),Himatione sanguinea x Drepanis coccinea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30902,species,hawmam1,Hawaii Mamo,Drepanis pacifica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30903,species,blkmam,Black Mamo,Drepanis funerea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30904,species,ou,Ou,Psittirostra psittacea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30905,species,lanhoo,Lanai Hookbill,Dysmorodrepanis munroi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30906,species,maupar,Maui Parrotbill,Pseudonestor xanthophrys,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30907,species,nukupu2,Kauai Nukupuu,Hemignathus hanapepe,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30908,species,nukupu3,Oahu Nukupuu,Hemignathus lucidus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30909,species,nukupu1,Maui Nukupuu,Hemignathus affinis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30910,species,akiapo,Akiapolaau,Hemignathus wilsoni,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30911,species,lesaki,Lesser Akialoa,Akialoa obscura,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30912,species,greaki2,Oahu Akialoa,Akialoa ellisiana,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30913,species,greaki4,Kauai Akialoa,Akialoa stejnegeri,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30914,species,greaki3,Maui-nui Akialoa,Akialoa lanaiensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30915,species,aniani,Anianiau,Magumma parva,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30916,species,hawama,Hawaii Amakihi,Chlorodrepanis virens,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30917,issf,hawama1,Hawaii Amakihi (Maui),Chlorodrepanis virens wilsoni,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,hawama
30918,issf,hawama2,Hawaii Amakihi (Hawaii),Chlorodrepanis virens virens,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,hawama
30919,species,oahama,Oahu Amakihi,Chlorodrepanis flava,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30920,species,kauama,Kauai Amakihi,Chlorodrepanis stejnegeri,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30921,species,greama,Greater Amakihi,Viridonia sagittirostris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30922,species,hawcre,Hawaii Creeper,Loxops mana,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30923,species,akekee,Akekee,Loxops caeruleirostris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30924,species,akepa1,Hawaii Akepa,Loxops coccineus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30925,species,akepa2,Oahu Akepa,Loxops wolstenholmei,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30926,species,akepa3,Maui Akepa,Loxops ochraceus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30927,spuh,hawhon1,hawaiian honeycreeper sp.,Drepanidinae sp.,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30928,species,comros,Common Rosefinch,Carpodacus erythrinus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30934,species,scafin1,Scarlet Finch,Carpodacus sipahi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30935,species,bongro1,Bonin Grosbeak,Carpodacus ferreorostris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30936,species,remros1,Red-mantled Rosefinch,Carpodacus rhodochlamys,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30939,species,blyros1,Blyth's Rosefinch,Carpodacus grandis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30940,species,bearos1,Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30943,species,chbros1,Chinese Beautiful Rosefinch,Carpodacus davidianus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30944,species,pirros1,Pink-rumped Rosefinch,Carpodacus waltoni,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30947,species,darros1,Dark-rumped Rosefinch,Carpodacus edwardsii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30950,species,pibros2,Pink-browed Rosefinch,Carpodacus rodochroa,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30951,species,spwros2,Spot-winged Rosefinch,Carpodacus rodopeplus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30952,slash,y01075,Dark-rumped/Spot-winged Rosefinch,Carpodacus edwardsii/rodopeplus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30953,species,spwros3,Sharpe's Rosefinch,Carpodacus verreauxii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30954,species,vinros2,Vinaceous Rosefinch,Carpodacus vinaceus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30955,species,vinros3,Taiwan Rosefinch,Carpodacus formosanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30956,species,sinros1,Sinai Rosefinch,Carpodacus synoicus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30957,species,palros3,Pale Rosefinch,Carpodacus stoliczkae,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30961,species,tibros1,Tibetan Rosefinch,Carpodacus roborowskii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30962,species,tahmof1,Sillem's Rosefinch,Carpodacus sillemi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30963,species,strros1,Streaked Rosefinch,Carpodacus rubicilloides,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30966,species,greros1,Great Rosefinch,Carpodacus rubicilla,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30967,issf,greros3,Great Rosefinch (Great),Carpodacus rubicilla rubicilla,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,greros1
30968,issf,greros4,Great Rosefinch (Spotted),Carpodacus rubicilla [severtzovi Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,greros1
30972,slash,y01016,Streaked/Great Rosefinch,Carpodacus rubicilloides/rubicilla,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30973,species,lotros1,Long-tailed Rosefinch,Carpodacus sibiricus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30979,species,refros1,Red-fronted Rosefinch,Carpodacus puniceus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30985,species,crbfin3,Crimson-browed Finch,Carpodacus subhimachalus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30986,species,palros2,Pallas's Rosefinch,Carpodacus roseus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30989,species,thbros1,Three-banded Rosefinch,Carpodacus trifasciatus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30990,species,whbros1,Himalayan White-browed Rosefinch,Carpodacus thura,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30993,slash,y01108,Pink-browed/Himalayan White-browed Rosefinch,Carpodacus rodochroa/thura,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30994,species,cwbros1,Chinese White-browed Rosefinch,Carpodacus dubius,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30998,spuh,carpod,rosefinch sp.,Carpodacus sp.,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30999,species,pingro,Pine Grosbeak,Pinicola enucleator,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31000,issf,pingro2,Pine Grosbeak (Eurasian),Pinicola enucleator [enucleator Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,pingro
31005,issf,pingro3,Pine Grosbeak (Pacific Northwest),Pinicola enucleator flammula,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,pingro
31006,issf,pingro4,Pine Grosbeak (Queen Charlotte),Pinicola enucleator carlottae,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,pingro
31007,issf,pingro5,Pine Grosbeak (Rocky Mts.),Pinicola enucleator montana,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,pingro
31008,issf,pingro1,Pine Grosbeak (California),Pinicola enucleator californica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,pingro
31009,issf,pingro6,Pine Grosbeak (Taiga),Pinicola enucleator leucura,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,pingro
31010,species,brobul1,Brown Bullfinch,Pyrrhula nipalensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31011,issf,brnbul1,Brown Bullfinch (Brown),Pyrrhula nipalensis [nipalensis Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,brobul1
31016,issf,brnbul2,Brown Bullfinch (Malay),Pyrrhula nipalensis waterstradti,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,brobul1
31017,species,whcbul1,White-cheeked Bullfinch,Pyrrhula leucogenis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31020,species,orabul1,Orange Bullfinch,Pyrrhula aurantiaca,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31021,species,rehbul1,Red-headed Bullfinch,Pyrrhula erythrocephala,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31022,species,gyhbul2,Gray-headed Bullfinch,Pyrrhula erythaca,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31026,slash,y00761,Brown/Gray-headed Bullfinch,Pyrrhula nipalensis/erythaca,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31027,species,eurbul1,Azores Bullfinch,Pyrrhula murina,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31028,species,eurbul,Eurasian Bullfinch,Pyrrhula pyrrhula,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31029,issf,eurbul2,Eurasian Bullfinch (Eurasian),Pyrrhula pyrrhula [pyrrhula Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,eurbul
31036,issf,eurbul3,Eurasian Bullfinch (Baikal),Pyrrhula pyrrhula [griseiventris Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,eurbul
31040,species,crwfin2,Crimson-winged Finch,Rhodopechys sanguineus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31041,issf,crwfin1,Crimson-winged Finch (African),Rhodopechys sanguineus alienus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,crwfin2
31042,issf,crwfin3,Crimson-winged Finch (Eurasian),Rhodopechys sanguineus sanguineus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,crwfin2
31043,species,trufin2,Trumpeter Finch,Bucanetes githagineus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31048,species,monfin2,Mongolian Finch,Bucanetes mongolicus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31049,species,blaros1,Blanford's Rosefinch,Agraphospiza rubescens,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31050,species,gonfin1,Gold-naped Finch,Pyrrhoplectes epauletta,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31051,species,spefin1,Spectacled Finch,Callacanthis burtoni,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31052,species,dabros1,Dark-breasted Rosefinch,Procarduelis nipalensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31056,species,plmfin1,Plain Mountain-Finch,Leucosticte nemoricola,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31059,species,bhmfin1,Black-headed Mountain-Finch,Leucosticte brandti,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31065,species,asrfin1,Asian Rosy-Finch,Leucosticte arctoa,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31071,species,gcrfin,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31072,issf,gycrof2,Gray-crowned Rosy-Finch (Pribilof Is.),Leucosticte tephrocotis umbrina,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,gcrfin
31073,issf,gycrof3,Gray-crowned Rosy-Finch (Aleutian and Kodiak Is.),Leucosticte tephrocotis griseonucha,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,gcrfin
31074,issf,gycrof1,Gray-crowned Rosy-Finch (Hepburn's),Leucosticte tephrocotis littoralis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,gcrfin
31075,issf,gycrof4,Gray-crowned Rosy-Finch (Gray-crowned),Leucosticte tephrocotis [tephrocotis Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,gcrfin
31080,intergrade,gycrof5,Gray-crowned Rosy-Finch (Hepburn's x Gray-crowned),Leucosticte tephrocotis littoralis x tephrocotis Group,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,gcrfin
31081,species,bkrfin,Black Rosy-Finch,Leucosticte atrata,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31082,species,bcrfin,Brown-capped Rosy-Finch,Leucosticte australis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31083,spuh,rosfin,rosy-finch sp.,Leucosticte sp.,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31084,species,houfin,House Finch,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31085,issf,houfin1,House Finch (Common),Haemorhous mexicanus [mexicanus Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,houfin
31097,issf,houfin2,House Finch (McGregor's),Haemorhous mexicanus mcgregori,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,houfin
31098,species,purfin,Purple Finch,Haemorhous purpureus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31099,issf,purfin1,Purple Finch (Eastern),Haemorhous purpureus purpureus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,purfin
31100,issf,purfin2,Purple Finch (Western),Haemorhous purpureus californicus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,purfin
31101,slash,y00338,House/Purple Finch,Haemorhous mexicanus/purpureus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31102,species,casfin,Cassin's Finch,Haemorhous cassinii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31103,slash,y00762,Purple/Cassin's Finch,Haemorhous purpureus/cassinii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31104,spuh,haemor1,Haemorhous sp.,Haemorhous sp.,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31105,species,desfin2,Desert Finch,Rhodospiza obsoleta,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31106,species,gowgro2,Arabian Grosbeak,Rhynchostruthus percivali,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31107,species,gowgro3,Socotra Grosbeak,Rhynchostruthus socotranus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31108,species,somgro1,Somali Grosbeak,Rhynchostruthus louisae,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31109,species,eurgre1,European Greenfinch,Chloris chloris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31116,species,origre,Oriental Greenfinch,Chloris sinica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31123,species,yebgre4,Yellow-breasted Greenfinch,Chloris spinoides,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31126,species,viegre2,Vietnamese Greenfinch,Chloris monguilloti,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31127,species,bkhgre1,Black-headed Greenfinch,Chloris ambigua,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31130,species,orifin1,Oriole Finch,Linurgus olivaceus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31135,species,whrsee,White-rumped Seedeater,Crithagra leucopygia,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31138,species,yefcan,Yellow-fronted Canary,Crithagra mozambica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31149,species,afrcit1,African Citril,Crithagra citrinelloides,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31152,species,wescit1,Western Citril,Crithagra frontalis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31153,species,soucit1,Southern Citril,Crithagra hyposticta,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31156,species,blfcan1,Black-faced Canary,Crithagra capistrata,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31159,species,papcan1,Papyrus Canary,Crithagra koliensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31160,species,forcan1,Forest Canary,Crithagra scotops,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31164,species,olrser1,Olive-rumped Serin,Crithagra rothschildi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
31165,species,bltcan1,Black-throated Canary,Crithagra atrogularis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
